text,selected_text,sentiment,textID
 Cheers!  I`d like to thank zBrush for making it all possible,o thank,positive,1857
Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant,suck,negative,1858
 SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU,SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU,neutral,1859
" I gotta say, I feel bad for everyone in NKorea.  They`re starving, and they have a crazy in charge who endangers them daily.",", I feel bad for everyone in NKorea.",negative,1860
_tastic Great  cant you twitter from there?,Great,positive,1861
Kinda feeling in a reggae mood.... hope you all enjoy the smoothness on this lovely weekend,hope you all enjoy the smoothness on this lovely weekend,positive,1862
It was my baby bros last time singing in front of his school  im so so proud of him !!! but when did i get old  im only 22!,proud,positive,1863
 Okay will work on that too but please remind me again,will work on that too,positive,1864
"Feeling so rough today, just want a cuddle and some sleep","Feeling so rough today,",negative,1865
 I listen it right now - so much fun!!!  No I just have to get it somehow,so much fun!!,positive,1866
" awww, a very happy birthday to him",happy birthday,positive,1867
" you work really hard so, sometimes you need a break, haha.  so, yeah...just let me know if you need help in anythin`.",work really hard,positive,1868
: You MUST watch Grey`s. It was their 100th episode. Let me know once you do. I don`t want to give out any more details,: You MUST watch Grey`s. It was their 100th episode. Let me know once you do. I don`t want to give out any more details,neutral,1869
"Oh great, Radio Disney doesn`t crash with the latest webkit, so my kid can run it again. HEY WAIT.","Oh great, Radio Disney doesn`t crash with the latest webkit, so my kid can run it again. HEY WAIT.",positive,1870
 congratulations! woootwoooo!   great game!  nakaka-hyper kayo!,congratulations!,positive,1871
 Sorry for your loss.  I know how you feel.  She or he was a lucky cat.,Sorry for your loss.  I know how you feel.  She or he was a lucky cat,positive,1872
 would that just eat away at your masculinity? What masculinity did you have? :p haha u`d probs beat me tho  haha xo,haha,positive,1873
 i`m in AD for another week- visa work,i`m in AD for another week- visa work,neutral,1874
 Scii-fi effects definitely look silly no doubt but its worth a watch inspite of that!!,Scii-fi effects definitely look silly no doubt but its worth a watch inspite of that!!,neutral,1875
"Yogurting. Home from lady Mona`s, on the fone w no song from Yoplait. Lookin forward to hrs w  tmorrow & rehearsals  Gnight all!",Lookin forward to,positive,1876
Still soo tired..not ready to get up for the day...work again,Still soo tired..,negative,1877
" me too, it sucks",sucks,negative,1878
"actually, i like almost everything about my job right now. except the part where it`s not permanent",i like almost everything about my job right now. except the part where it`s not permanent,neutral,1879
"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!",miss,negative,1880
 et`s genitals are in his magic glowing finger,et`s genitals are in his magic glowing finger,neutral,1881
Wanna go out,Wanna go out,neutral,1882
"Apparently TV could not be fixed  On the plus side, we are being refunded the cost of it and can buy a new one.","Apparently TV could not be fixed  On the plus side, we are being refunded the cost of it and can buy a new one.",neutral,1883
is taking the dog to the vet then a play date with Annabelle,is taking the dog to the vet then a play date with Annabelle,neutral,1884
 I love Broughty Ferry,love,positive,1885
The seat was a nice place to go,nice place to,positive,1886
Listening to the new Green Day album  Fingers crossed!,Listening to the new Green Day album  Fingers crossed!,neutral,1887
 @_Mintyfresh Thanks very much!!,Thanks very much!,positive,1888
My mother is taking Gambit to the vet today. I hope it`s nothing too serious.,I hope it`s nothing too serious.,positive,1889
needs to escape from this town. getting ready. seeyuhhh.,needs to escape from this town. getting ready. seeyuhhh.,neutral,1890
" Mmmm, I had honey mustard chicken w/ rice & veges","Mmmm, I had honey mustard chicken w/ rice & veges",neutral,1891
missing mrs mcfox,missing,negative,1892
_miacherry morning kik enjoy your breakfast,enjoy,positive,1893
The sun is wonderful but makes me feel incredibly fat.. The less clothes and more exposure thing  today I diet. Again......,The sun is wonderful but makes me feel incredibly fat.. The less clothes and more exposure thing  today I diet. Again......,neutral,1894
at last i wr0te again....got bored the previous dayss....,bored,negative,1895
 She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment),mistake.,negative,1896
Internet is getting **** slow today..,**** slow,negative,1897
Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT,inflating,negative,1898
watching spongebob,watching spongebob,neutral,1899
 Absolutely! Lookin` forward to it,Absolutely! Lookin` forward to it,neutral,1900
 oh gaha no of course i wasn`t offended why would i be?  i`d love to play for you some day,d love,positive,1901
Fighting a migraine   Medication is almost working.,s almost working.,positive,1902
to cold for the beach  sucky.,to cold for the beach  sucky.,neutral,1903
Picture Day for 3 YO preschooler. Light blue striped utton down and kahkis.  Wonder what color they will be when I pick him up in 3 hours,Wonder what color they will be when I pick him up in 3 hours,neutral,1904
 i ask myself that all the time.,i ask myself that all the time.,neutral,1905
 Welcome to Twitter... It`s about time!,Welcome to Twitter... It`s about time!,neutral,1906
"Swords make everyone sexy.  Oh, Harold.",Swords make everyone sexy.,positive,1907
 My club card and picture and I just cured world hunger! And made of gold! This thing is awesome! Too bad you don`t have yours.,My club card and picture and I just cured world hunger! And made of gold! This thing is awesome! Too bad you don`t have yours.,neutral,1908
This Twittername is hosted by TwitterFridge. Email us if you want us to open the Fridge  Check: www.twitterfridge.com,This Twittername is hosted by TwitterFridge. Email us if you want us to open the Fridge  Check: www.twitterfridge.com,neutral,1909
Excited for Rove tonight! Jennifer Garner and Gina Riley!,Excited,positive,1910
 I def will. If anyone leaves the room for a second he has to follow. He`s a really great dog otherwise so far.,great,positive,1911
is getting her hair did shortly! and hoping everything is going well for her friend currently getting surgery!,hoping everything is going well,positive,1912
"I really, really want a golden retriever. Too bad I won`t be living in a home where she could run around for about 10 years","I really, really want a golden retriever. Too bad I won`t be living in a home where she could run around for about 10 years",neutral,1913
 feel better!   c`s been teething all week & its been rough...,feel better!   c`s been teething all week & its been rough...,neutral,1914
Working technology! I love you WAZ!,I love you WAZ!,positive,1915
I`m so down again.  I wish I could share my problems with someone...,I`m so down again.,negative,1916
likes patricia`s dress,likes patricia`s dress,positive,1917
urban think fail. chai latte is not good there,chai latte is not good,negative,1918
Its rained ever day in Miami since I`ve been here.....,Its rained ever day in Miami since I`ve been here.....,neutral,1919
"Trying to open a .docx file on my virtual system while I`m under the dryer. But it only has Office 2007,",I`m under the dryer.,negative,1920
 Yes! That sounds like a great idea. Message me on LJ about it,great,positive,1921
Chocolate milk and subway. MMM,Chocolate milk and subway. MMM,neutral,1922
"Tweet **** ? I am up to 10,000 tweets","I am up to 10,000 tweets",positive,1923
 IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;),IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;),neutral,1924
" You`ve got to have standards Alice otherwise were would we be ,,,,,? you got to enjoy life it`s what life is for",enjoy,positive,1925
 Your window ledge is decorated quite appropriately. I love it,decorated quite appropriately. I love it,positive,1926
goodnight everyone.,goodnight everyone.,positive,1927
idk why im so hyper im jumping everyhere. ugh lets let it be friday sweeney todd then cinco de mayo il those parties,hyper,negative,1928
morrrning. time for school. (: time to learn!,morrrning. time for school. (: ti,positive,1929
Partied long and hard...goodnight Twitter see ya in the mornin,Partied long and hard...goodnight Twitter see ya in the mornin,positive,1930
bed. with stomach ache,bed. with stomach ache,negative,1931
one more final,one more final,neutral,1932
" july 8th flight gets in, my mate here is on about goin hm early so am all","july 8th flight gets in, my mate here is on about goin hm early so am all",neutral,1933
" YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.","YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.",neutral,1934
 my computer is being stupid and wont let me vote  . if i could i would vote for u.,my computer is being stupid and wont let me vote  . if i could i would vote for u.,negative,1935
 i miss you!!  stupid work!,miss,negative,1936
"Gettin some fuel, too bad no one is reading this!",too bad no,negative,1937
" KH is the only thing I`ll be a weeaboo about.  I still prefer it in English but I`m impatient, haha",m impatient,negative,1938
I was waitin` so many new and good songs about the end but I didnt like it so much,I was waitin` so many new and good songs about the end but I didnt like it so much,neutral,1939
 that sounds awesome..,awesome.,positive,1940
 is it? :O im gonna get that,is it? :O im gonna get that,neutral,1941
Everything is annoying me today,annoying,negative,1942
 http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&&eerie-silence.net,from Ate Kaila Ocampo  of the.rainbowholic.me&&eerie-silence.net,neutral,1943
How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,such a low budget video,negative,1944
 I think you and Tamera should have your own show anyway...the CW or ABC fam is not appreciating you like they should.,fam is not appreciating you like they should.,negative,1945
 yeah that too,yeah that too,neutral,1946
hasn`t had time to go on twitter since working full time!,hasn`t had time to go on twitter since working full time!,neutral,1947
" No problem. Unfortunately, I think it was just something I had to sort out on my own.","No problem. Unfortunately, I think it was just something I had to sort out on my own.",neutral,1948
is still sick  sigh,is still sick,negative,1949
" wooo what a fight !!! goooo Vicky , i am with you",i am with you,positive,1950
"  you two are hilaaaaarious, I love it. Vernae where have you been  ?","you two are hilaaaaarious, I love it.",positive,1951
**** my life.,****,negative,1952
Paid bills. We get water and electricity for another month  Woot.,Paid bills. We get water and electricity for another month  Woot.,neutral,1953
"10pm tonight, International Space Station will by over head, through most of Texas at least","10pm tonight, International Space Station will by over head, through most of Texas at least",neutral,1954
http://twitpic.com/672s3 - What I woke up to this morning...I didn`t want to leave bed.,What I woke up to this morning...I didn`t want to leave bed.,neutral,1955
Done! Goin home to eat dindin and contemplate what the night holds for me,Done! Goin home to eat dindin and contemplate what the night holds for me,neutral,1956
feels accomplished!!!  She got a lot done today! http://plurk.com/p/stns9,feels accomplished!!!  She got a lot done today!,positive,1957
16 days until I start moving!,16 days until I start moving!,neutral,1958
Something strange in the air lately. Been setting everyone on edge. Going to do a good smudging of the house. Good to do those anyway,good sm,positive,1959
 omgggg!! Hawaii!! That`s amazing!! I wanna live there,omgggg!! Hawaii!! That`s amazing!! I wanna live there,positive,1960
I forgot I set my iTunes to display by play count last night. I didn`t understand why Taylor Swift was in front of Belinda. Haha.,I forgot I set my iTunes to display by play count last night. I didn`t understand why Taylor Swift was in front of Belinda. Haha.,neutral,1961
_Brody What is BF ? Is it a glue ?,_Brody What is BF ? Is it a glue ?,neutral,1962
"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out",great time anyways.,positive,1963
I`m on my way to see `17 Again`.  I`ve wanted to see it for a looong time,I`m on my way to see `17 Again`.  I`ve wanted to see it for a looong time,neutral,1964
i absolutly love kill bill vol. 1!!! I think lucy liu is sooo gorgeous!!!!,love,positive,1965
"_by_spork haha I like it anyway, although i miss the spork in the pic... where did it go?","like it anyway,",positive,1966
ohay clean teeth,clean,positive,1967
well i`m gonna go now.  goodbye all.,well i`m gonna go now.  goodbye all.,neutral,1968
 where are you going paris?,where are you going paris?,neutral,1969
"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that`ll never go away...",miss,negative,1970
 that`s SO YOU!,that`s SO YOU!,neutral,1971
" Also, HAPPY STAR WARS DAY!!!",HAPPY STAR WARS DAY!!!,positive,1972
Good morning in Twitterville. Off to work I go...Chat @ all of u later,Good morning,positive,1973
I also have to make space on my computer for the game. I don`t meet the minimum requirements for Sims 3 at the moment,I also have to make space on my computer for the game. I don`t meet the minimum requirements for Sims 3 at the moment,neutral,1974
 I`ll keep that in mind if I decide to add an LA leg  to my westt coast stint in June,I`ll keep that in mind if I decide to add an LA leg  to my westt coast stint in June,neutral,1975
@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.,neutral,1976
Well... I hate to leave.... but I must sleep! G`night y`all and hope to chat later!  Enjoy my li`l night owls!,Enjoy my li`l night owls!,positive,1977
Found some great places but I might have to play it safer and wait 2 years till my car is paid off,Found some great places but I might have to play it safer and wait 2 years till my car is paid off,neutral,1978
 we want ot protect Moleskineï¿½ notebooks worldwide. That is all.,we want ot protect Moleskineï¿½ notebooks worldwide. That is all.,neutral,1979
Got to go shopping with wife down to Tesco`s. I knew my day was going to well.,I knew my day was going to well.,positive,1980
Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn`t such a good idea,sore,negative,1981
_2008 don`t be sorry  you can race for charity or just for fun. I do this one for fun.,I do this one for fun.,positive,1982
" haha you didnt see my macbook or my 24`` imac in that pic, so feel extra jealous lolll",jealous,negative,1983
" can`t wait for it. i love your scripts. honestly, you should have a future career as a script writer  - Stock Twits",love,positive,1984
 hey!  sorry for the late reply.but i do plan on posting on both facebook and twitpic.,sorry for the late reply,negative,1985
made a little cover for my iphone.  the birds aren`t upside down on the back  http://twitpic.com/67tp9 & http://twitpic.com/67to5,made a little cover for my iphone.  the birds aren`t upside down on the back,neutral,1986
  #followfriday thank you!  I`m still not even close to what I had as ,y thank you!,positive,1987
please check out www.mysweetebony.com and lmk what you think  ... my first paysite ... post up your site too!,please check out www.mysweetebony.com and lmk what you think  ... my first paysite ... post up your site too!,neutral,1988
work was splendid,work was splendid,positive,1989
Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.,Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.,neutral,1990
At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend,miss my best friend,negative,1991
"_x I`ve got my essay plan written out now  Looking for a couple of references, then I`ll get writing!","_x I`ve got my essay plan written out now  Looking for a couple of references, then I`ll get writing!",neutral,1992
Father is staying home and conference calling. Sorry ,Sorry,negative,1993
Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,so low? No,negative,1994
SNL w/ Justin Timberlake,SNL w/ Justin Timberlake,neutral,1995
: I like your crazy and witty humor!,like,positive,1996
"just paid $221/mo for a dedicated server . Would rather get a slice , but I using MS SQL","just paid $221/mo for a dedicated server . Would rather get a slice , but I using MS SQL",neutral,1997
 Well best of luck,Well best of luck,positive,1998
 yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now,yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now,positive,1999
going to eat rice and fried chicken from sederhana  the padang restaurant! yummy!,yummy!,positive,2000
" i dont even have a WII! b likes xbox, so that`s what we have  do you use it?","b likes xbox,",positive,2001
ughhhh.... sad day.,sad,negative,2002
"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",up the blues,negative,2003
wishes he had realized his wife hadn`t held onto the debit card before he took a long walk to get lunch and not after.  GRRR!,his wife hadn`t held onto the debit card be,negative,2004
 How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.  She`s really young.,How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.,negative,2005
"_Ada_Franco I am working again!  Woo hoo!  Alas, I was unable to obtain an Elita-1 for your daughter.  It`s $80!","Woo hoo!  Alas,",neutral,2006
 That`s great news,That`s great news,positive,2007
school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,.ughhhh!,negative,2008
I alreay feel the hang over. Soooo worth it,worth,positive,2009
Cleaning time soon,Cleaning time soon,neutral,2010
 he`ll be 3 in july! I`m just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore,o stoked!,positive,2011
low low low low low low low low low.............................,low low low low low low low low low.............................,neutral,2012
_Monk Neither are ELP!!,_Monk Neither are ELP!!,neutral,2013
_henrie i would still rather be in your shoes instead in bed bc i work from 10-9 tommorow. i love cold weather.,i love,positive,2014
Have $#@&!!! Malware on my work PC!  I miss having an IT dept,I miss having an IT dept,negative,2015
", Heeeey dear! Finally found!",", Heeeey dear! Finally found!",neutral,2016
i have to study :O talk to you later  ****,i have to study :O talk to you later  ****,neutral,2017
 i knew a horse called dollar too,i knew a horse called dollar too,neutral,2018
 she still got it going on!,she still got it going on!,neutral,2019
Can`t wait for  live! It`s ages away but still I should do a  and plan what I`m going to wear lol,Can`t wait for  live!,positive,2020
Starbucks with mother,Starbucks with mother,neutral,2021
Im had to leave early to go to piccolo practice.,Im had to leave early to go to piccolo practice.,neutral,2022
" ah its getting there  still a fair bit to go, but it`s coming together fairly well! aw  where are you from?",er fairly well!,positive,2023
Did you know call of duty has a scenario game called 'Nazi zombies?' it`s awesome and scary at the same time,it`s awesome and scary at the same time,neutral,2024
Lol @ me and  whispering so we don`t get in trouble and being almost 30! Feels great to be home feeling like kids,Lol @ me and  whispering so we don`t get in trouble and being almost 30! Feels great to be home feeling like kids,positive,2025
 http://twitpic.com/4jcf1 - Looks great!  Love the way they did the bottom.,great!,positive,2026
Writing my first tweet,Writing my first tweet,neutral,2027
" Just wondering if you are going to put 'One Too Many' on itunes.  I hope you do, it is the only cd of yours I don`t have.","Just wondering if you are going to put 'One Too Many' on itunes.  I hope you do, it is the only cd of yours I don`t have.",neutral,2028
" I know, thx  But I`ll be ok.",thx,positive,2029
Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!,Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!,neutral,2030
 Hah! Thanks.,Thanks.,positive,2031
deff workin this weekened,deff workin this weekened,neutral,2032
ok thats it.... sleep time,ok thats it.... sleep time,neutral,2033
  Nice start to the holiday!,Nice,positive,2034
Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can`t drag. 12  seconds over.,What killed me was the 150 lb dummy that you can`t drag.,negative,2035
 I accidentaly slammed my finger in the trunk,I accidentaly slammed my finger in the trunk,negative,2036
About to Lock In on getting better  staying +,About to Lock In on getting better  staying +,neutral,2037
" Oh, I totally want to see Star Trek!  But Kristine had already seen it with her hubby.","Oh, I totally want to see Star Trek!  But Kristine had already seen it with her hubby.",neutral,2038
" I think  has found it (http://bit.ly/3pj876 , but I can`t play it","I think  has found it (http://bit.ly/3pj876 , but I can`t play it",neutral,2039
finally shifted from Twhirl to TweetDeck so I can filter through my close friends` updates  happy monday peeps,finally shifted from Twhirl to TweetDeck so I can filter through my close friends` updates  happy monday peeps,neutral,2040
 **** it! Must be Morrisons then,**** it!,negative,2041
That was ****.,****.,negative,2042
 NOOOOO I hate traffic,NOOOOO I hate traffic,negative,2043
 !! I miss you too.,I miss you too.,negative,2044
 I am so sorry I missed your tweet  I was on a nice long chat across the border with pastel. Did you want the recipe? email?,sorry,negative,2045
cupcakes gave me heartburn,heartburn,negative,2046
Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!,ahmazing,positive,2047
i got no followers i only have like 2  someone follow Me please?,i got no followers i only have like 2  someone follow Me please?,neutral,2048
_09  ii No!  GRR   oooh Aiden Lol   x,_09  ii No!  GRR   oooh Aiden Lol,neutral,2049
Woohoo! Procrastinating doing any work by going out to lunch! Have to wait for my sister now though  dang it,Woohoo! Procrastinating doing any work by going out to lunch! Have to wait for my sister now though  dang it,neutral,2050
 pandora is blocked at my work  bummed,bummed,negative,2051
They never cease to amaze me.,amaze,positive,2052
_lick sounds like you need a week of digital detox,sounds like you need a week of digital detox,neutral,2053
"'They say I look yummy & they want a taste, but I`m a human not a sandwich.' LMFAO makes me",They say I look yummy,positive,2054
 been there!  need somewhere NEW,been there!  need somewhere NEW,neutral,2055
 no panasonic charger.sorry,.sorry,negative,2056
 I`ll be back home on Monday.,I`ll be back home on Monday.,neutral,2057
 thats much better than the flu syndrome!,thats much better,positive,2058
" no prob, you have a sexy site there","no prob, you have a sexy site there",neutral,2059
Hate being skint  Anybody want to give me another job? haha!,Hate being skint  Anybody want to give me another job? haha!,neutral,2060
Johnny actually invited me to the movies but i have too many things to do before the concert,Johnny actually invited me to the movies but i have too many things to do before the concert,neutral,2061
http://twitpic.com/4wtom - This day is soo stressful! Geee.. Lunch was a blast tho! How are you guys??,http://twitpic.com/4wtom - This day is soo stressful! Geee.. Lunch was a blast tho! How are you guys??,neutral,2062
" What up Lisa, sorta quiet... I`m USA, so gonna crash soon.","What up Lisa, sorta quiet... I`m USA, so gonna crash soon.",neutral,2063
"2.5 years here & left Dell OKC for the last time. And being the geeky girl I am, I waited to cry until I got in my car.  Love you all!",Love you all!,positive,2064
 My windows open and its not that cold ahahah,d its not that cold ahahah,positive,2065
"_JayR oh, i know how budgeting is.","_JayR oh, i know how budgeting is.",neutral,2066
 I would if I wasn`t working today.,I would if I wasn`t working today.,neutral,2067
My favourite photo (that I took) from last night: http://tinyurl.com/oto5sz can`t wait to see `s pics,favourite photo (t,positive,2068
I`ve Got An Urge To Make Music Like Massively.. I`m Going To The Studio,I`ve Got An Urge To Make Music Like Massively.. I`m Going To The Studio,neutral,2069
 just email em to the email i gave u thanx awesome person,i gave u thanx awesome person,positive,2070
happy mother`s day! everyone have a great day and make sure you go see ya mommas,great day,positive,2071
Trance or Drum`n`Bass are awesome for working!!  *dances it out*,awesome,positive,2072
" OMG!! Hahaha! I thought you were joking about Twittering that, hahaha!! Awesome, good times were had by all","Awesome,",positive,2073
"I wish I could buy blink 182 presale tickets, but I totally don`t have the money right now. Guess I have to wait for general admission...","I wish I could buy blink 182 presale tickets, but I totally don`t have the money right now. Guess I have to wait for general admission...",neutral,2074
Just got back from  `s party! Sooo much fun! Boom boom pow~ hahaha! ooh and I just told my mom happy mother`s day,fun!,positive,2075
Art History Quiz...  I didn`t study,Art History Quiz...  I didn`t study,neutral,2076
 is that it`s welsh name?,is that it`s welsh name?,neutral,2077
 it`s just one day... do a week of 60hrs to compensate,it`s just one day... do a week of 60hrs to compensate,neutral,2078
 husband is golfing & the Toddler and I shall frolic. Am I the consummate mama in that Im so happy with my day?,husband is golfing & the Toddler and I shall frolic. Am I the consummate mama in that Im so happy with my day?,neutral,2079
 yay Happy Mothers Day to me  Screw burnt breakfast in bed I`ll take some E.  (erniehalter live > http://ustre.am/2VkO),Happy,positive,2080
LOVING the hot weather forecast for the rest of the week!!!!  Summer is almost heeeeere,LOVING,positive,2081
 yaaaaaay i get to see you too   looking forward to cupcakes and fun.,yaaaaaay,positive,2082
"_xox  Oh god, everyone`s dying.  But it`s mainly justin depressing me",n depressing,negative,2083
 http://bit.ly/13f5m0  You are not alone in your disbelief but I am quite happy with evolution. It beats the alternatives posited,http://bit.ly/13f5m0  You are not alone in your disbelief but I am quite happy with evolution. It beats the alternatives posited,neutral,2084
 haha you have a better life than most. we should go get drinks again soon. jury duty has been boring,haha you have a better life than most. we should go get drinks again soon. jury duty has been boring,neutral,2085
" i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",", i think or very late 2009! its just wrong",negative,2086
Moment over.... fly now in car,Moment over.... fly now in car,neutral,2087
_watkins Oh my gosh ian i always miss you when your on,miss,negative,2088
Good morning! I`m just woke up it`s Mother`s Day,Good morning!,positive,2089
painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,annoyed that everyone seems to tan apart from me! freckles and sunburn,negative,2090
"GoodMorning. My Father`s going balistic, and I`d say more but I`d rather not get beat, so Have a Good Day, and please text me","GoodMorning. My Father`s going balistic,",neutral,2091
SUPER BUENO FTW!!! I am so proud of you guys.,proud,positive,2092
#fieldnotes I ordered some on the 8th and they still haven`t arrived. 3 weeks and still no books,I ordered some on the 8th and they still haven`t arrived. 3 weeks and still no books,negative,2093
watching Jon & Kate plus 8..can`t believe they`re divorcing,can`t believe they`re divorcing,negative,2094
"I work for a man that is so bad at his job that the whole team want to leave, and all believe we would make more money if he wasn`t here",bad,negative,2095
 oh I am so sure they do get everything. They live their like celebrities,their like celebrities,positive,2096
I know I have lots of emails to answer! I will be home tomorrow,I know I have lots of emails to answer! I will be home tomorrow,neutral,2097
"My poor wife.  I`m laid up for another 6 hours on doctors orders, then can`t do much and she is dealing with screaming baby",My poor wife.,negative,2098
 There is good cholesterol. There are no good tumors.,There is good cholesterol. There are no good tumors.,neutral,2099
" that was such a tease!  I cant wait til Sunday!!  but then after that, nothing until November   oh well, i can wait!","that was such a tease!  I cant wait til Sunday!!  but then after that, nothing until November   oh well, i can",neutral,2100
"Loaded up box of recyle stuff for Salvation Army,but took  corner too fast..everything is all over the back.Might have to recycle to dump","Loaded up box of recyle stuff for Salvation Army,but took  corner too fast..everything is all over the back.Might have to recycle to dump",neutral,2101
gotta love how im waking home at midnite. dangggg pray for mr. im so jumpy,gotta love how im waking home at midnite. dangggg pray for mr. im so jumpy,positive,2102
looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,blacklisted by IT here..,negative,2103
Well can ya please send some luvin to    im sensing deep fiery anger surrounding his presence right now...,luvin,positive,2104
Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great,Great,positive,2105
 :: I know the feeling  Its a little depressing :S,e feeling  Its a little depressing,negative,2106
Feeling like Romeo and Juliet with Bryant and Wallinwood as the Montagues and Capulets...   #fb,Feeling like Romeo and Juliet with Bryant and Wallinwood as the Montagues and Capulets...,neutral,2107
_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed,positive,2108
Sucky day so far hope it gets better,Sucky day so far hope it gets better,neutral,2109
 **** you and your hot weather - it`s freezing in Oz at the moment  I miss summer..,****,negative,2110
I`m glad that I called him cause our relationship is clear now. Just happy to hear his voices eventhough he`s absent from school,I`m glad,positive,2111
Uh-Oooh my throat is scratchy,scratchy,negative,2112
  man i wont be home to co host with you!  xo*blair,n i wont be home to co host with you!,negative,2113
" Haha, yeah. It was here and there before but now it`s constant","Haha,",positive,2114
didnt do my devos...  hopefully my day doesnt suck because of it.,hopefully,positive,2115
....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge,....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge,neutral,2116
" No! I would like this! Yesterday, I talked with Alyso Stoner xD And Benton sent me a private messae and coment me here!",like,positive,2117
 hahaha we just won`t tell him will we?,hahaha we just won`t tell him will we?,neutral,2118
ughhhhhhhhhhhh  :/,ughhhhhhhhhhhh  :/,negative,2119
"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes.","I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes.",neutral,2120
i dont know what gonna do on my lame fridaay  maybe see me with my besties!!,i dont know what gonna do on my lame fridaay  maybe see me with my besties!!,neutral,2121
geez why do u have to be SO obvious?,geez why do u have to be SO obvious?,neutral,2122
 If I may suggest: http://tr.im/kXkw,If I may suggest:,neutral,2123
 lmfaaoooo i just watched the Pink video....you know me to well i love it...soooo me lol,.you know me to well i love it...soooo me lol,positive,2124
" lol - that`s what hubby`s are there for, to think their wives are nuts.",", to think their wives are nuts.",negative,2125
apparently even Novell Moonlight doesn`t work on my Jaunty,doesn`t work,negative,2126
people with mustaches get super powers and mustaches. no fair.,no fair.,negative,2127
Got three shots today.   I can`t lift my arms...,Got three shots today.   I can`t lift my arms...,neutral,2128
"Bad day, just got worse...",Bad,negative,2129
"just woke up, I`m starving","just woke up, I`m starving",neutral,2130
"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",better,positive,2131
 Let the Right One In? Aparently Drag Me to Hell also has some horrible cat nastiness,Let the Right One In? Aparently Drag Me to Hell also has some horrible cat nastiness,neutral,2132
Happy Mothers Day! ..ok..seriously..good night,Happy,positive,2133
Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,negative,2134
" Well, there is THAT...","Well, there is THAT...",neutral,2135
"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won`t get a Jared hug tomorrow","lovesu me too. I am so so upset,especially because i fear i won`t get a Jared hug tomorrow",neutral,2136
" Wish I could listen but because I`m from Canada, the website won`t let me!","Wish I could listen but because I`m from Canada, the website won`t let me!",negative,2137
